ack,ack_A,ack_B,bytes,bytes_A,bytes_A_B_ratio,bytes_B,ds_field_A,ds_field_B,duration,http_GET,http_POST,http_bytes_avg,http_bytes_entropy,http_bytes_firstQ,http_bytes_max,http_bytes_median,http_bytes_min,http_bytes_stdev,http_bytes_sum,http_bytes_thirdQ,http_bytes_var,http_cookie_count,http_cookie_values_avg,http_cookie_values_entropy,http_cookie_values_firstQ,http_cookie_values_max,http_cookie_values_median,http_cookie_values_min,http_cookie_values_stdev,http_cookie_values_sum,http_cookie_values_thirdQ,http_cookie_values_var,http_count_host,http_count_req_content_type,http_count_resp_code,http_count_resp_content_type,http_count_transactions,http_count_user_agents,http_dom_host_alexaRank,http_dom_resp_code,http_has_location,http_has_referrer,http_has_req_content_type,http_has_resp_content_type,http_has_user_agent,http_inter_arrivel_avg,http_inter_arrivel_entropy,http_inter_arrivel_firstQ,http_inter_arrivel_max,http_inter_arrivel_median,http_inter_arrivel_min,http_inter_arrivel_stdev,http_inter_arrivel_sum,http_inter_arrivel_thirdQ,http_inter_arrivel_var,http_req_bytes_avg,http_req_bytes_entropy,http_req_bytes_firstQ,http_req_bytes_max,http_req_bytes_median,http_req_bytes_min,http_req_bytes_stdev,http_req_bytes_sum,http_req_bytes_thirdQ,http_req_bytes_var,http_resp_bytes_avg,http_resp_bytes_entropy,http_resp_bytes_firstQ,http_resp_bytes_max,http_resp_bytes_median,http_resp_bytes_min,http_resp_bytes_stdev,http_resp_bytes_sum,http_resp_bytes_thirdQ,http_resp_bytes_var,http_time_avg,http_time_entropy,http_time_firstQ,http_time_max,http_time_median,http_time_min,http_time_stdev,http_time_sum,http_time_thirdQ,http_time_var,packet_inter_arrivel_A_avg,packet_inter_arrivel_A_entropy,packet_inter_arrivel_A_firstQ,packet_inter_arrivel_A_max,packet_inter_arrivel_A_median,packet_inter_arrivel_A_min,packet_inter_arrivel_A_stdev,packet_inter_arrivel_A_sum,packet_inter_arrivel_A_thirdQ,packet_inter_arrivel_A_var,packet_inter_arrivel_B_avg,packet_inter_arrivel_B_entropy,packet_inter_arrivel_B_firstQ,packet_inter_arrivel_B_max,packet_inter_arrivel_B_median,packet_inter_arrivel_B_min,packet_inter_arrivel_B_stdev,packet_inter_arrivel_B_sum,packet_inter_arrivel_B_thirdQ,packet_inter_arrivel_B_var,packet_inter_arrivel_avg,packet_inter_arrivel_entropy,packet_inter_arrivel_firstQ,packet_inter_arrivel_max,packet_inter_arrivel_median,packet_inter_arrivel_min,packet_inter_arrivel_stdev,packet_inter_arrivel_sum,packet_inter_arrivel_thirdQ,packet_inter_arrivel_var,packet_size_A_avg,packet_size_A_entropy,packet_size_A_firstQ,packet_size_A_max,packet_size_A_median,packet_size_A_min,packet_size_A_stdev,packet_size_A_sum,packet_size_A_thirdQ,packet_size_A_var,packet_size_B_avg,packet_size_B_entropy,packet_size_B_firstQ,packet_size_B_max,packet_size_B_median,packet_size_B_min,packet_size_B_stdev,packet_size_B_sum,packet_size_B_thirdQ,packet_size_B_var,packet_size_avg,packet_size_entropy,packet_size_firstQ,packet_size_max,packet_size_median,packet_size_min,packet_size_stdev,packet_size_sum,packet_size_thirdQ,packet_size_var,packets,packets_A,packets_A_B_ratio,packets_B,push,push_A,push_B,reset,reset_A,reset_B,ssl_count_certificates,ssl_count_client_cipher_algs,ssl_count_client_ciphersuites,ssl_count_client_compressions,ssl_count_client_elliptic_curves,ssl_count_client_key_exchange_algs,ssl_count_client_mac_algs,ssl_count_server_ciphersuite,ssl_count_server_compression,ssl_count_server_elliptic_curve,ssl_count_server_name,ssl_count_transactions,ssl_count_version,ssl_dom_server_ciphersuite,ssl_dom_server_name_alexaRank,ssl_dom_version,ssl_handshake_duration_avg,ssl_handshake_duration_entropy,ssl_handshake_duration_firstQ,ssl_handshake_duration_max,ssl_handshake_duration_median,ssl_handshake_duration_min,ssl_handshake_duration_stdev,ssl_handshake_duration_sum,ssl_handshake_duration_thirdQ,ssl_handshake_duration_var,ssl_ratio_client_elliptic_curves,ssl_ratio_server_name,ssl_req_bytes_avg,ssl_req_bytes_entropy,ssl_req_bytes_firstQ,ssl_req_bytes_max,ssl_req_bytes_median,ssl_req_bytes_min,ssl_req_bytes_stdev,ssl_req_bytes_sum,ssl_req_bytes_thirdQ,ssl_req_bytes_var,ssl_resp_bytes_avg,ssl_resp_bytes_entropy,ssl_resp_bytes_firstQ,ssl_resp_bytes_max,ssl_resp_bytes_median,ssl_resp_bytes_min,ssl_resp_bytes_stdev,ssl_resp_bytes_sum,ssl_resp_bytes_thirdQ,ssl_resp_bytes_var,tcp_analysis_duplicate_ack,tcp_analysis_keep_alive,tcp_analysis_lost_segment,tcp_analysis_out_of_order,tcp_analysis_retransmission,tcp_analysis_reused_ports,ttl_A_avg,ttl_A_entropy,ttl_A_firstQ,ttl_A_max,ttl_A_median,ttl_A_min,ttl_A_stdev,ttl_A_sum,ttl_A_thirdQ,ttl_A_var,ttl_B_avg,ttl_B_entropy,ttl_B_firstQ,ttl_B_max,ttl_B_median,ttl_B_min,ttl_B_stdev,ttl_B_sum,ttl_B_thirdQ,ttl_B_var,ttl_avg,ttl_entropy,ttl_firstQ,ttl_max,ttl_median,ttl_min,ttl_stdev,ttl_sum,ttl_thirdQ,ttl_var,is_ssl,is_http,is_g_http,is_cdn_http,is_img_http,is_ad_http,is_numeric_url_http,is_numeric_url_with_port_http,is_tv_http,is_cloud_http,B_is_system_port,B_is_user_port,B_is_dynamic_and_or_private_port,B_port_is_11095,B_port_is_1900,B_port_is_5222,B_port_is_5223,B_port_is_5228,B_port_is_54975,B_port_is_80,B_port_is_8080,B_port_is_8280,B_port_is_9543,B_port_is_else,subdomain_is_99sets,subdomain_is_ccc,subdomain_is_else,subdomain_is_feeds,subdomain_is_h10141.www1,subdomain_is_img,subdomain_is_unresolved,subdomain_is_whp.aus1.cold.extweb,subdomain_is_whp.hou9.cold.extweb,subdomain_is_www,subdomain_is_www.cloud,domain_is_dlink,domain_is_else,domain_is_epicurious,domain_is_google,domain_is_hp,domain_is_hpeprint,domain_is_livecdn,domain_is_mako,domain_is_proteussensor,domain_is_samsung,domain_is_unresolved,suffix_is_biz,suffix_is_cloudfront.net,suffix_is_co.il,suffix_is_com,suffix_is_com.sg,suffix_is_else,suffix_is_empty_char_value,suffix_is_googleapis.com,suffix_is_net,suffix_is_org,suffix_is_unresolved,device_category
9,5,5,1039,370,0.553063448,668,0,0,0.8045,0,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,129.0847283,0,1.743822762,171.9157929,2.446936238,0.482744181,0,171.9157929,2.99169482,0,100,0,100,100,100,100,0,100,100,0,136,0,136,136,136,136,0,272,136,0,0.261017,0,0.251323,0.280405,0.261017,0.241629,0,0.522034,0.270711,0,24.68624459,2.807354922,0.24466002,171.1835539,0.27980113,0.242918968,64.59924838,172.8037121,0.304059029,4173.062891,0.22399497,2,0.067094904,0.342990351,0.16602664,5.89E-05,0.115841684,0.551958263,0.244937596,0.013419296,11.52024748,3.906890596,0.00255394,171.1835539,0.016372919,5.89E-05,44.16971663,172.8037121,0.25241363,1950.963867,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,34,0.811278124,0,136,0,0,62.95576678,272,34,3963.428571,64.625,1.061278124,0,435,0,0,149.2049485,679,34,22262.11667,8,4,0.83328704,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,0,255,255,255,255,0,2040,255,0,35.25,0.811278124,35,36,35,35,0.46291005,282,35.25,0.214285714,145.125,1.405639062,35,255,145.5,35,79.31015067,2322,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
9,5,5,1213,654,0.829948185,668,0,0,1.5756,1,0,434,0,434,434,434,434,0,434,434,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1789569706,0,2147483647,2147483647,2147483647,1.2791998,0,2147483647,2147483647,0,0.415057802,2.321928095,0.257648945,1.151623964,0.310138226,0.000619888,0.434065139,2.075289011,0.355257988,0.188412545,0.22399497,2,0.001638532,0.342990351,0.130006433,1.91E-06,0.115841684,0.551958263,0.244937596,0.013419296,0.172940751,3.584962501,0.001372874,1.149240017,0.00344348,1.91E-06,0.336088225,2.075289011,0.263330519,0.112955295,41.14893617,0.650022422,0,195,0,0,65,316,0,4225,35,0.918295834,0,240,0,0,90.4157066,245,2.5,8175,52.23076923,1.061278124,0,434,0,0,132.4500874,679,0,17543.02564,10,5,0.83328704,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,0,255,255,255,255,0,1530,255,0,34.42857143,0.985228136,34,35,34,34,0.534522484,241,35,0.285714286,136.2307692,1.52623491,34,255,35,34,79.31015067,1771,255,6290.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
7,3,4,1039,370,0.553063448,668,0,0,0.9478,0,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,136,0,136,136,136,136,0,136,136,0,0.243406,0,0.243406,0.243406,0.243406,0.243406,0,0.243406,0.243406,0,0.315939347,1.584962501,0.279052496,0.389713049,0.305247068,0.252857924,0.069051249,0.947818041,0.347480059,0.004768075,0.209954023,1.584962501,0.067094904,0.342990351,0.16602664,6.01E-05,0.115841684,0.551958263,0.244937596,0.013419296,0.135402577,2.807354922,0.005986929,0.374482155,0.015230894,6.01E-05,0.164867268,0.947818041,0.273035526,0.027181216,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,34,0.811278124,0,136,0,0,68,136,34,4624,64.625,1.061278124,0,435,0,0,154.4417944,571,34,23852.26786,8,4,0.83328704,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,34.5,1,34,35,34.5,34,0.577350269,138,35,0.333333333,144.75,1.5,34.75,255,145,34,79.31015067,1158,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
0,0,0,240,0,0,240,0,64,1.4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378,0,366.0955909,1547.304718,490.697626,218.6343271,0,2840.981562,694.86998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476412694,1.584962501,0.460515499,0.508207083,0.501178026,0.418397903,0.050319522,1.429238081,0.505420089,0.002532054,0,0,0,0,0,0,0,0,0,0,0.476412694,1.584962501,0.460515499,0.508207083,0.500735044,0.418397903,0.050319522,1.429238081,0.505420089,0.002532054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,0,255,255,255,255,0,1020,255,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,motion_sensor
9,4,5,1213,689,0.980083954,668,0,0,1.5756,1,0,429,0,429,429,429,429,0,429,429,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,20,0,20,20,20,20,0,20,20,0,0.309064,0,0.309064,0.309064,0.309064,0.309064,0,0.309064,0.309064,0,1.453935742,2,0.255076349,4.99285984,0.287285566,0.248311996,2.35948103,5.81574297,0.538111925,5.56715073,0.22399497,2,0.004982948,0.342990351,0.16602664,9.54E-07,0.115841684,0.551958263,0.244937596,0.013419296,0.581574297,3.321928095,0.003134191,4.991308928,0.00962007,9.54E-07,1.554376689,5.81574297,0.250421882,2.416086891,41.14893617,0.721928095,0,195,0,0,65,316,0,4225,56.83333333,0.918295834,0,321,0,0,129.6617394,341,15,16812.16667,64.625,1.061278124,0,409,0,0,148.184222,679,10,21958.56364,10,5,0.83328704,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1275,255,0,32.5,1,32,33,32.5,32,0.547722558,195,33,0.3,133.6363636,1.539484757,32.5,255,33,32,79.31015067,1470,255,6290.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
9,3,5,1213,689,1.071537991,643,0,0,1.5756,1,0,429,0,429,429,429,429,0,429,429,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,20,0,20,20,20,20,0,20,20,0,0.325901,0,0.325901,0.325901,0.325901,0.325901,0,0.325901,0.325901,0,1.852991025,1.584962501,0.295279503,4.968414068,0.328779936,0.26177907,2.698243472,5.558973074,0.538111925,7.280517834,0.22399497,2,0.004090786,0.342990351,0.16602664,2.15E-06,0.115841684,0.551958263,0.244937596,0.013419296,0.659006569,3.169925001,0.004090786,4.960659981,0.026613951,2.15E-06,1.620094329,5.931059122,0.3218081,2.624705636,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,56.83333333,0.918295834,0,321,0,0,129.6617394,341,15,16812.16667,64.625,1.061278124,0,409,0,0,154.3704059,679,15,23830.22222,10,5,0.83328704,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,33.5,1,33,34,33.5,33,0.547722558,201,34,0.3,122.1,1.570950594,33.25,255,34,33,79.31015067,1221,255,6290.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
7,3,4,1014,370,0.574533269,644,0,0,1.373,0,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,136,0,136,136,136,136,0,136,136,0,0.30319,0,0.30319,0.30319,0.30319,0.30319,0,0.30319,0.30319,0,0.457671642,1.584962501,0.279171467,0.814671993,0.309153795,0.249189138,0.31062176,1.373014927,0.538111925,0.096485878,0.22399497,1.584962501,0.067094904,0.342990351,0.16602664,6.01E-05,0.115841684,0.551958263,0.244937596,0.013419296,0.19614499,2.807354922,0.008943439,0.702894211,0.111777782,6.01E-05,0.253510422,1.373014927,0.270197988,0.064267534,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,34,0.811278124,0,136,0,0,68,136,34,4624,64.625,1.061278124,0,410,0,0,146.0584521,546,34,21333.07143,8,4,0.83328704,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,35.5,1,35,36,35.5,35,0.577350269,142,36,0.333333333,145.25,1.5,35.75,255,145.5,35,79.31015067,1162,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
7,3,4,1014,370,0.574533269,644,0,0,1.3574,0,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,136,0,136,136,136,136,0,136,136,0,0.297211,0,0.297211,0.297211,0.297211,0.297211,0,0.297211,0.297211,0,0.452482621,1.584962501,0.272890449,0.811666965,0.302227974,0.243552923,0.312443172,1.357447863,0.538111925,0.097620735,0.22399497,1.584962501,0.067094904,0.342990351,0.16602664,5.98E-05,0.115841684,0.551958263,0.244937596,0.013419296,0.193921123,2.807354922,0.009587049,0.698354006,0.11331296,5.98E-05,0.251146425,1.357447863,0.263273478,0.063074527,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,34,0.811278124,0,136,0,0,68,136,34,4624,64.625,1.061278124,0,410,0,0,146.0584521,546,34,21333.07143,8,4,0.83328704,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,35.5,1,35,36,35.5,35,0.577350269,142,36,0.333333333,145.25,1.5,35.75,255,145.5,35,79.31015067,1162,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
9,5,5,1213,490,0.383411281,668,0,0,1.5756,0,0,503,0,469,517,503,435,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0.44416213,0,0.44416213,0.44416213,0.44416213,0.44416213,0,0.44416213,0.44416213,0,100,0,100,100,100,100,0,100,100,0,68,0,34,136,68,0,0,136,102,0,1073741824,0,536870912,2147483647,1073741824,0.394647,0,2147483647,1610612735,0,0.26789701,2.584962501,0.201056063,0.497713089,0.287145972,0.036172867,0.15405297,1.607382059,0.316920042,0.023732317,0.166217804,2,0.029911995,0.293551922,0.16602664,6.01E-05,0.115841684,0.551958263,0.244937596,0.013419296,0.133948505,3.584962501,0.034607649,0.497713089,0.097187519,6.01E-05,0.139457044,1.607382059,0.199853182,0.019448267,41.14893617,0.850178203,0,195,0,0,65,316,50,4225,22.66666667,0.650022422,0,136,0,0,55.5217675,136,0,3082.666667,64.625,0.991264261,0,435,0,0,163.0687679,679,0,26591.42308,10,5,0.83328704,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,0,255,255,255,255,0,1785,255,0,35,0,35,35,35,35,0,210,35,0,153.4615385,0.995727452,35,255,255,35,79.31015067,1995,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
2,1,1,180,60,0.499995833,120,0,0,0.2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378,0,366.0955909,1547.304718,490.697626,218.6343271,0,2840.981562,694.86998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239790916,0,0.239790916,0.239790916,0.239790916,0.239790916,0,0.239790916,0.239790916,0,0,0,0,0,0,0,0,0,0,0,0.119895458,1,0.060493231,0.238699913,0.119895458,0.001091003,0.168014871,0.239790916,0.179297686,0.028228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.499750125,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,510,255,0,34,0,34,34,34,34,0,34,34,0,181.3333333,0.918295834,144.5,255,255,34,79.31015067,544,255,6290.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,motion_sensor
9,4,5,1213,654,0.898350414,668,0,0,1.5756,1,0,434,0,434,434,434,434,0,434,434,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1789569706,0,2147483647,2147483647,2147483647,1.2791998,0,2147483647,2147483647,0,0.47019875,2,0.205829144,1.287640095,0.296376467,0.000401974,0.562826808,1.880795002,0.538111925,0.316774015,0.22399497,2,0.002394378,0.342990351,0.12155354,1.91E-06,0.115841684,0.551958263,0.244937596,0.013419296,0.192492182,3.459431619,0.002476573,1.283792973,0.003847122,1.91E-06,0.382169789,2.117413998,0.248232484,0.146053747,41.14893617,0.721928095,0,195,0,0,65,316,0,4225,35,0.918295834,0,240,0,0,90.4157066,245,2.5,8175,56.58333333,1.061278124,0,434,0,0,137.3651129,679,1.25,18869.17424,10,5,0.83328704,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,0,255,255,255,255,0,1275,255,0,31.42857143,0.985228136,31,32,31,31,0.534522484,220,32,0.285714286,124.5833333,1.554585169,31,255,32,31,79.31015067,1495,255,6290.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
7,3,4,1039,370,0.553063448,668,0,0,0.9216,0,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,136,0,136,136,136,136,0,136,136,0,0.31886,0,0.31886,0.31886,0.31886,0.31886,0,0.31886,0.31886,0,0.307186365,1.584962501,0.288071513,0.345416069,0.324145079,0.251997948,0.048963607,0.921559095,0.334780574,0.002397435,0.222876708,1.584962501,0.067094904,0.342990351,0.16602664,0.001461983,0.115841684,0.551958263,0.244937596,0.013419296,0.131651299,2.807354922,0.003575444,0.341375113,0.005285025,0.001461983,0.162252563,0.921559095,0.283143044,0.026325894,41.14893617,0.811278124,0,195,0,0,65,316,50,4225,34,0.811278124,0,136,0,0,68,136,34,4624,64.625,1.061278124,0,435,0,0,154.4417944,571,34,23852.26786,8,4,0.83328704,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,0,1020,255,0,35.5,1,35,36,35.5,35,0.577350269,142,36,0.333333333,145.25,1.5,35.75,255,145.5,35,79.31015067,1162,255,6290.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
9,5,5,1213,654,0.829948185,668,0,0,1.5756,1,0,434,0,434,434,434,434,0,434,434,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1789569706,0,2147483647,2147483647,2147483647,1.2791998,0,2147483647,2147483647,0,0.37049284,2.321928095,0.227432013,1.094666004,0.261098146,1.10E-05,0.419632539,1.852464199,0.269257069,0.176091468,0.22399497,2,0.001439631,0.342990351,0.118010879,8.82E-06,0.115841684,0.551958263,0.244937596,0.013419296,0.154372017,3.584962501,0.001636684,1.085356951,0.007020116,8.82E-06,0.311137559,1.852464199,0.226958156,0.09680658,41.14893617,0.650022422,0,195,0,0,65,316,0,4225,35,0.918295834,0,240,0,0,90.4157066,245,2.5,8175,52.23076923,1.061278124,0,434,0,0,132.4500874,679,0,17543.02564,10,5,0.83328704,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,0,255,255,255,255,0,1530,255,0,32,0,32,32,32,32,0,224,32,0,134.9230769,0.995727452,32,255,32,32,79.31015067,1754,255,6290.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motion_sensor
